-1513,0
-692,1
58,2
1896,3
96,4
650,5
1522,6
1903,7
-1580,8
1621,9
-1086,10
1665,11
461,12
545,13
279,14
-278,15
1208,16
345,17
243,18
1450,19
992,20
1180,21
1146,22
10,23
1076,24
1166,25
402,26
-194,27
-1018,28
-1990,29
515,30
-1670,31
-1547,32
-824,33
1345,34
-1599,35
-159,36
-1953,37
1337,38
1649,39
806,40
8,41
782,42
-713,43
-1139,44
-373,45
-970,46
-576,47
1806,48
-540,49
1297,50
-459,51
1055,52
103,53
612,54
-1688,55
961,56
-606,57
-1633,58
283,59
203,60
-804,61
-822,62
-127,63
-1423,64
1590,65
641,66
883,67
934,68
365,69
-735,70
-1899,71
1472,72
911,73
-490,74
-511,75
-112,76
-271,77
-1629,78
-367,79
1649,80
399,81
271,82
41,83
1552,84
-1524,85
-258,86
74,87
1287,88
1072,89
1550,90
458,91
1585,92
11,93
-370,94
1755,95
148,96
-941,97
1458,98
-280,99
310,100
1793,101
-38,102
101,103
121,104
1297,105
-1897,106
357,107
-1081,108
1136,109
-1472,110
1351,111
-1800,112
1943,113
886,114
143,115
1632,116
746,117
-1580,118
938,119
548,120
-242,121
-75,122
-1417,123
-26,124
1622,125
-1063,126
1480,127
1628,128
-1501,129
566,130
870,131
-129,132
761,133
-78,134
926,135
1807,136
1930,137
234,138
-972,139
292,140
-354,141
743,142
-740,143
245,144
1275,145
649,146
55,147
860,148
-39,149
1296,150
1622,151
-354,152
-227,153
-1171,154
-795,155
1407,156
-899,157
-1963,158
-1865,159
-1387,160
685,161
1612,162
446,163
1934,164
-124,165
1291,166
141,167
1796,168
5,169
-526,170
1774,171
-1182,172
-935,173
837,174
-12,175
-89,176
94,177
1140,178
1384,179
36,180
1309,181
-222,182
284,183
719,184
1716,185
-1863,186
1405,187
-812,188
-703,189
-126,190
1755,191
1325,192
-1598,193
-205,194
823,195
934,196
1215,197
1941,198
110,199
-940,200
-145,201
1776,202
1953,203
-1251,204
1961,205
-257,206
1450,207
981,208
-38,209
1850,210
-1737,211
656,212
-909,213
1699,214
41,215
-484,216
-1605,217
-1203,218
1061,219
1508,220
-316,221
-1401,222
-160,223
1753,224
-1943,225
-1623,226
-2000,227
-152,228
378,229
238,230
1818,231
1425,232
-1660,233
499,234
1251,235
-1186,236
-985,237
-1506,238
543,239
-1818,240
1079,241
238,242
1917,243
-901,244
738,245
1103,246
602,247
-537,248
-1367,249
-1979,250
-717,251
722,252
388,253
352,254
1151,255
1793,256
1890,257
1525,258
15,259
825,260
951,261
1840,262
-1448,263
235,264
-1087,265
-63,266
408,267
-1463,268
1925,269
449,270
1588,271
836,272
67,273
-810,274
-1655,275
-289,276
738,277
-1345,278
1829,279
-1446,280
1208,281
1204,282
1747,283
400,284
-747,285
79,286
-313,287
-401,288
1309,289
-1392,290
130,291
1305,292
-1195,293
-460,294
-1943,295
1927,296
-1566,297
-406,298
1636,299
-1700,300
-1790,301
1415,302
-579,303
647,304
-553,305
1827,306
1152,307
1871,308
-1895,309
-1896,310
90,311
-51,312
-658,313
796,314
-757,315
-157,316
-665,317
1743,318
-1503,319
38,320
1886,321
-89,322
341,323
533,324
1297,325
-1301,326
-1370,327
421,328
128,329
-1153,330
-224,331
553,332
-623,333
-121,334
450,335
-1045,336
779,337
911,338
-1716,339
241,340
-366,341
-1861,342
-1200,343
651,344
1774,345
-1290,346
-1815,347
655,348
231,349
1813,350
1436,351
-1803,352
-150,353
1555,354
1091,355
624,356
-1228,357
-19,358
912,359
779,360
1595,361
-1917,362
-1472,363
644,364
170,365
-1105,366
1217,367
1615,368
117,369
1664,370
1918,371
-1436,372
-1344,373
708,374
1458,375
-1239,376
-403,377
-883,378
-258,379
183,380
-304,381
1555,382
-1678,383
-431,384
-752,385
-1234,386
-591,387
-1285,388
-921,389
-100,390
38,391
1195,392
1338,393
-298,394
-822,395
-85,396
-1276,397
-666,398
127,399
-26,400
-179,401
-1509,402
159,403
1262,404
149,405
1263,406
-879,407
1342,408
-1613,409
1472,410
-1123,411
-1053,412
-1980,413
1906,414
-1619,415
1598,416
-140,417
644,418
-647,419
-329,420
232,421
1208,422
1414,423
1479,424
1466,425
745,426
-1253,427
1937,428
-1889,429
-559,430
1467,431
-1358,432
-560,433
301,434
814,435
344,436
1243,437
205,438
-1114,439
-1551,440
542,441
932,442
-852,443
276,444
1077,445
326,446
994,447
-1122,448
334,449
-793,450
305,451
-902,452
745,453
276,454
-1457,455
-1585,456
1201,457
-920,458
-1606,459
1911,460
-214,461
-1299,462
-1566,463
803,464
-1753,465
1109,466
-541,467
958,468
1286,469
-1241,470
645,471
580,472
-1565,473
75,474
-716,475
-867,476
408,477
1429,478
-1739,479
-808,480
1816,481
-712,482
-1339,483
-932,484
-951,485
-1743,486
-1944,487
-314,488
1549,489
1678,490
1706,491
1181,492
-948,493
-303,494
1954,495
-1937,496
-1766,497
-1605,498
-1037,499
-1906,500
-731,501
-1497,502
-1616,503
809,504
298,505
361,506
1834,507
1512,508
-566,509
-710,510
1193,511
-133,512
487,513
562,514
681,515
925,516
519,517
-1845,518
1787,519
-345,520
-706,521
489,522
-1117,523
433,524
-105,525
-255,526
768,527
1597,528
-1511,529
811,530
-468,531
1527,532
53,533
791,534
1990,535
1783,536
-970,537
-407,538
-805,539
1879,540
1345,541
-541,542
-1764,543
1012,544
929,545
-212,546
1597,547
-1904,548
-848,549
847,550
-647,551
-814,552
978,553
1925,554
1150,555
1276,556
1751,557
-1499,558
-784,559
1145,560
-294,561
-694,562
398,563
1698,564
-1917,565
220,566
1919,567
-598,568
-1192,569
297,570
-1771,571
955,572
-1539,573
-1336,574
535,575
-1498,576
-1516,577
-1848,578
-1486,579
140,580
-550,581
445,582
653,583
1986,584
686,585
-763,586
-1883,587
-261,588
368,589
-1483,590
-542,591
-299,592
-427,593
-456,594
-1020,595
1180,596
-276,597
713,598
-1101,599
1174,600
-1488,601
-1249,602
223,603
-1884,604
709,605
937,606
1828,607
217,608
800,609
272,610
-375,611
1641,612
-956,613
1221,614
-1396,615
-1066,616
-1905,617
-1933,618
-867,619
216,620
-39,621
-289,622
-920,623
1925,624
-711,625
-1433,626
1867,627
567,628
431,629
-1634,630
1438,631
-1266,632
265,633
-1845,634
663,635
1547,636
1937,637
1374,638
105,639
1358,640
-914,641
-605,642
592,643
131,644
1090,645
1043,646
-700,647
-1770,648
694,649
1443,650
-1954,651
571,652
-1006,653
-73,654
-1762,655
1973,656
-1092,657
781,658
83,659
1531,660
-1383,661
1797,662
1052,663
1711,664
1570,665
-366,666
896,667
1998,668
-526,669
1895,670
1236,671
-1048,672
300,673
1395,674
-871,675
-593,676
1527,677
-1177,678
-466,679
-530,680
-119,681
609,682
-126,683
247,684
1323,685
-59,686
1674,687
1230,688
758,689
378,690
-722,691
-1231,692
-1352,693
572,694
-319,695
-1371,696
-15,697
1660,698
-1979,699
1893,700
-549,701
1333,702
1913,703
1420,704
143,705
876,706
-328,707
1257,708
-1847,709
617,710
-1294,711
-1656,712
-776,713
-474,714
239,715
994,716
-915,717
-1435,718
927,719
1029,720
-1588,721
1700,722
-1925,723
184,724
-1111,725
1480,726
1476,727
849,728
385,729
-744,730
345,731
-1818,732
1913,733
-390,734
-442,735
207,736
1945,737
1977,738
115,739
1326,740
638,741
710,742
-1353,743
1953,744
83,745
-1571,746
-1650,747
-1419,748
1000,749
-406,750
-634,751
242,752
-930,753
